,epochs,batch,nodos,layer,learning rate,mse,rmse
0,10,64,16,1,0.002,0.026581967249512672,0.16303977370262146
1,10,64,16,2,0.002,0.032664865255355835,0.18073424696922305
2,10,64,16,4,0.002,0.031758449971675866,0.17820899188518524
3,10,64,16,8,0.002,0.032787639647722244,0.1810735911130905
4,10,64,32,1,0.002,0.028897052630782124,0.16999134421348572
5,10,64,32,2,0.002,0.03245086967945099,0.18014125525951385
6,10,64,32,4,0.002,0.03235749527812004,0.17988188564777374
7,10,64,32,8,0.002,0.03337660059332848,0.18269264698028564
8,10,64,64,1,0.002,0.030075838789343837,0.1734238713979721
9,10,64,64,2,0.002,0.03310177102684975,0.18193891644477844
10,10,64,64,4,0.002,0.033186674118041985,0.18217210471630094
11,10,64,64,8,0.002,0.031804148107767105,0.17833717167377472
12,10,128,16,1,0.002,0.0259838979691267,0.16119523346424106
13,10,128,16,2,0.002,0.026392851024866104,0.16245877742767334
14,10,128,16,4,0.002,0.02693842351436615,0.16412930190563202
15,10,128,16,8,0.002,0.03140006959438324,0.17720066010951996
16,10,128,32,1,0.002,0.02641087956726551,0.16251425445079806
17,10,128,32,2,0.002,0.026434900239109996,0.16258811950683594
18,10,128,32,4,0.002,0.03025873750448227,0.17395038902759552
19,10,128,32,8,0.002,0.028889140114188194,0.16996805369853973
20,10,128,64,1,0.002,0.026385486125946045,0.1624360978603363
21,10,128,64,2,0.002,0.026704980060458183,0.16341659426689148
22,10,128,64,4,0.002,0.02886805683374405,0.16990602016448975
23,10,128,64,8,0.002,0.033683259040117264,0.18352998793125155
24,10,256,16,1,0.002,0.02617081813514233,0.16177397966384888
25,10,256,16,2,0.002,0.02601079829037189,0.161278635263443
26,10,256,16,4,0.002,0.02585610933601856,0.16079837083816528
27,10,256,16,8,0.002,0.02586386911571026,0.16082249581813812
28,10,256,32,1,0.002,0.026102006435394287,0.16156116127967834
29,10,256,32,2,0.002,0.026368468999862667,0.16238370537757876
30,10,256,32,4,0.002,0.026344461366534237,0.16230976581573486
31,10,256,32,8,0.002,0.026374738663434986,0.16240300238132474
32,10,256,64,1,0.002,0.025926487520337105,0.161017045378685
33,10,256,64,2,0.002,0.026126215234398842,0.16163605451583862
34,10,256,64,4,0.002,0.02646497823297977,0.16268061101436615
35,10,256,64,8,0.002,0.026312114670872692,0.16221009194850922
36,25,64,16,1,0.002,0.03155266121029854,0.1776306927204132
37,25,64,16,2,0.002,0.03326903283596039,0.1823980212211609
38,25,64,16,4,0.002,0.032726459205150604,0.1809045523405075
39,25,64,16,8,0.002,0.03352649882435798,0.18310242891311648
40,25,64,32,1,0.002,0.0327366404235363,0.18093270063400269
41,25,64,32,2,0.002,0.033491775393486016,0.1830075830221176
42,25,64,32,4,0.002,0.033033441752195365,0.1817510426044464
43,25,64,32,8,0.002,0.034503016620874405,0.1857498735189438
44,25,64,64,1,0.002,0.031666021794080734,0.17794948816299438
45,25,64,64,2,0.002,0.032460689544677734,0.1801685094833374
46,25,64,64,4,0.002,0.034305687993764884,0.1852179318666458
47,25,64,64,8,0.002,0.03536994382739067,0.18806897103786469
48,25,128,16,1,0.002,0.03154084458947182,0.17759743332862854
49,25,128,16,2,0.002,0.03347381204366684,0.1829584836959839
50,25,128,16,4,0.002,0.033481914550065994,0.18298065662384036
51,25,128,16,8,0.002,0.03384964540600777,0.1839827299118042
52,25,128,32,1,0.002,0.02945465222001076,0.1716235727071762
53,25,128,32,2,0.002,0.032539140433073044,0.1803860813379288
54,25,128,32,4,0.002,0.033646780997514725,0.18343058228492734
55,25,128,32,8,0.002,0.033672615885734565,0.1835009902715683
56,25,128,64,1,0.002,0.033043600618839264,0.18177898228168488
57,25,128,64,2,0.002,0.03307131677865982,0.1818552017211914
58,25,128,64,4,0.002,0.034489691257476814,0.1857140064239502
59,25,128,64,8,0.002,0.03437364846467972,0.1854013204574585
60,25,256,16,1,0.002,0.026092050597071648,0.16153034567832947
61,25,256,16,2,0.002,0.02644043229520321,0.1626051366329193
62,25,256,16,4,0.002,0.026981733739376068,0.16426116228103638
63,25,256,16,8,0.002,0.03330206871032715,0.18248853087425232
64,25,256,32,1,0.002,0.02661320753395557,0.1631355583667755
65,25,256,32,2,0.002,0.03301917016506195,0.18171177804470065
66,25,256,32,4,0.002,0.033446554094552994,0.18288399279117584
67,25,256,32,8,0.002,0.03408501669764519,0.18462127447128296
68,25,256,64,1,0.002,0.02684588730335236,0.1638471484184265
69,25,256,64,2,0.002,0.032900352030992515,0.18138454854488373
70,25,256,64,4,0.002,0.03372689709067345,0.18364883959293365
71,25,256,64,8,0.002,0.02857886999845505,0.1690528690814972
72,50,64,16,1,0.002,0.033785965293645866,0.1838095784187317
73,50,64,16,2,0.002,0.03438156470656395,0.18542265892028809
74,50,64,16,4,0.002,0.0361536368727684,0.19014109671115875
75,50,64,16,8,0.002,0.03762030974030495,0.1939595639705658
76,50,64,32,1,0.002,0.0342852808535099,0.18516285717487332
77,50,64,32,2,0.002,0.035974979400634766,0.18967069685459134
78,50,64,32,4,0.002,0.037184316664934165,0.19283235073089602
79,50,64,32,8,0.002,0.03743952140212059,0.19349296391010284
80,50,64,64,1,0.002,0.035661857575178146,0.1888434886932373
81,50,64,64,2,0.002,0.036579489707946784,0.19125765562057492
82,50,64,64,4,0.002,0.03844393789768219,0.19607125222682956
83,50,64,64,8,0.002,0.037945877760648734,0.19479702413082126
84,50,128,16,1,0.002,0.033133432269096375,0.18202589452266693
85,50,128,16,2,0.002,0.034141458570957184,0.18477407097816467
86,50,128,16,4,0.002,0.03391622379422188,0.18416358530521396
87,50,128,16,8,0.002,0.035676565021276474,0.18888241052627566
88,50,128,32,1,0.002,0.03388238325715065,0.18407167494297028
89,50,128,32,2,0.002,0.03373560681939125,0.18367254734039307
90,50,128,32,4,0.002,0.03484880924224853,0.18667836487293246
91,50,128,32,8,0.002,0.03663702681660652,0.19140802323818207
92,50,128,64,1,0.002,0.033787857741117484,0.1838147342205048
93,50,128,64,2,0.002,0.03516007214784622,0.1875101923942566
94,50,128,64,4,0.002,0.036392796784639365,0.19076897203922272
95,50,128,64,8,0.002,0.038184858858585365,0.1954094618558884
96,50,256,16,1,0.002,0.03186136484146118,0.1784975230693817
97,50,256,16,2,0.002,0.033211980015039444,0.1822415590286255
98,50,256,16,4,0.002,0.0336013063788414,0.18330657482147214
99,50,256,16,8,0.002,0.03425484523177147,0.1850806474685669
100,50,256,32,1,0.002,0.032191839069128036,0.1794208437204361
101,50,256,32,2,0.002,0.033666882663965225,0.18348537385463715
102,50,256,32,4,0.002,0.03420552983880043,0.18494735658168796
103,50,256,32,8,0.002,0.03654160350561142,0.19115857779979706
104,50,256,64,1,0.002,0.033219657838344574,0.1822625994682312
105,50,256,64,2,0.002,0.033638950437307365,0.18340924382209775
106,50,256,64,4,0.002,0.035444509238004684,0.18826712667942047
107,50,256,64,8,0.002,0.034744467586278915,0.1863986849784851
108,75,64,16,1,0.002,0.03364373371005058,0.1834222823381424
109,75,64,16,2,0.002,0.03486926853656769,0.1867331564426422
110,75,64,16,4,0.002,0.0351010300219059,0.1873527020215988
111,75,64,16,8,0.002,0.03635571524500847,0.19067175686359408
112,75,64,32,1,0.002,0.03443196788430214,0.1855585426092148
113,75,64,32,2,0.002,0.034644849598407745,0.18613126873970032
114,75,64,32,4,0.002,0.03799087554216385,0.1949124783277512
115,75,64,32,8,0.002,0.03703046590089798,0.19243301451206207
116,75,64,64,1,0.002,0.035096023231744766,0.18733933568000796
117,75,64,64,2,0.002,0.0359468050301075,0.18959641456604004
118,75,64,64,4,0.002,0.037627756595611565,0.19397875666618347
119,75,64,64,8,0.002,0.036832723766565316,0.1919185370206833
120,75,128,16,1,0.002,0.033233743160963065,0.18230123817920685
121,75,128,16,2,0.002,0.03426957502961159,0.18512043356895447
122,75,128,16,4,0.002,0.034965377300977714,0.18699030578136444
123,75,128,16,8,0.002,0.034368224442005164,0.18538668751716614
124,75,128,32,1,0.002,0.033845677971839905,0.18397194147109985
125,75,128,32,2,0.002,0.03458763286471367,0.1859775185585022
126,75,128,32,4,0.002,0.03475816175341606,0.18643541634082794
127,75,128,32,8,0.002,0.03599993512034416,0.1897364854812622
128,75,128,64,1,0.002,0.03389228507876396,0.1840985715389252
129,75,128,64,2,0.002,0.03448208793997765,0.18569353222846985
130,75,128,64,4,0.002,0.036270245909690864,0.19044749438762665
131,75,128,64,8,0.002,0.03685393556952477,0.19197379052639008
132,75,256,16,1,0.002,0.0336042083799839,0.1833145022392273
133,75,256,16,2,0.002,0.034222811460494995,0.18499410152435306
134,75,256,16,4,0.002,0.03381647914648056,0.18389257788658145
135,75,256,16,8,0.002,0.03521323576569557,0.1876518875360489
136,75,256,32,1,0.002,0.03339361771941185,0.1827391982078552
137,75,256,32,2,0.002,0.03371994197368622,0.18362990021705627
138,75,256,32,4,0.002,0.03477069362998009,0.18646901845932007
139,75,256,32,8,0.002,0.03526078909635544,0.18777857720851895
140,75,256,64,1,0.002,0.033230111002922065,0.18229128420352936
141,75,256,64,2,0.002,0.03395061194896698,0.18425691127777102
142,75,256,64,4,0.002,0.035583999007940285,0.18863721191883087
143,75,256,64,8,0.002,0.036023072898387916,0.18979746103286746
144,100,64,16,1,0.002,0.033726852387189865,0.1836487203836441
145,100,64,16,2,0.002,0.035634856671094894,0.18877196311950686
146,100,64,16,4,0.002,0.036654897034168236,0.1914547085762024
147,100,64,16,8,0.002,0.03709112107753754,0.19259054958820346
148,100,64,32,1,0.002,0.0350421704351902,0.1871955394744873
149,100,64,32,2,0.002,0.03709492087364197,0.19260041415691376
150,100,64,32,4,0.002,0.037080612033605576,0.1925632655620575
151,100,64,32,8,0.002,0.03593629598617554,0.18956871330738068
152,100,64,64,1,0.002,0.03650407493114472,0.1910603791475296
153,100,64,64,2,0.002,0.03795376420021057,0.19481727480888367
154,100,64,64,4,0.002,0.037991378456354134,0.19491377472877505
155,100,64,64,8,0.002,0.037511814385652535,0.19367967545986176
156,100,128,16,1,0.002,0.034315094351768494,0.18524332344532013
157,100,128,16,2,0.002,0.034637805074453354,0.18611235916614527
158,100,128,16,4,0.002,0.0363781675696373,0.19073061645030973
159,100,128,16,8,0.002,0.037757698446512215,0.1943134069442749
160,100,128,32,1,0.002,0.034359160810709,0.18536224961280826
161,100,128,32,2,0.002,0.03614068403840065,0.1901070177555084
162,100,128,32,4,0.002,0.03764215111732483,0.19401584565639496
163,100,128,32,8,0.002,0.03755747899413109,0.1937975138425827
164,100,128,64,1,0.002,0.03516444191336632,0.18752186000347135
165,100,128,64,2,0.002,0.036264311522245414,0.19043192267417908
166,100,128,64,4,0.002,0.03785843029618263,0.1945724338293076
167,100,128,64,8,0.002,0.03693942353129387,0.1921963095664978
168,100,256,16,1,0.002,0.03341575339436531,0.18279975652694705
169,100,256,16,2,0.002,0.033702977001667016,0.1835837215185165
170,100,256,16,4,0.002,0.03449627384543419,0.18573172390460968
171,100,256,16,8,0.002,0.03614749759435654,0.19012495875358584
172,100,256,32,1,0.002,0.033708605915308,0.18359903991222384
173,100,256,32,2,0.002,0.03395988792181015,0.1842820942401886
174,100,256,32,4,0.002,0.034718692302703864,0.1863295286893845
175,100,256,32,8,0.002,0.037076171487569816,0.19255173206329346
176,100,256,64,1,0.002,0.03399165719747543,0.18436826765537265
177,100,256,64,2,0.002,0.03468630462884903,0.1862425804138184
178,100,256,64,4,0.002,0.036724813282489784,0.19163718819618225
179,100,256,64,8,0.002,0.03620517998933792,0.1902765929698944
0,10,64,16,1,0.001,0.026266664266586304,0.16206994652748108
1,10,64,16,2,0.001,0.02672034129500389,0.16346357762813568
2,10,64,16,4,0.001,0.027420401573181152,0.1655910760164261
3,10,64,16,8,0.001,0.02659036405384541,0.16306552290916446
4,10,64,32,1,0.001,0.02648473903536797,0.16274131834506989
5,10,64,32,2,0.001,0.027044419199228287,0.16445188224315646
6,10,64,32,4,0.001,0.03221319615840912,0.17948034405708313
7,10,64,32,8,0.001,0.032287944108247764,0.1796884685754776
8,10,64,64,1,0.001,0.026827773079276085,0.16379186511039734
9,10,64,64,2,0.001,0.03208181634545326,0.17911396920681
10,10,64,64,4,0.001,0.0317545123398304,0.1781979650259018
11,10,64,64,8,0.001,0.033413149416446686,0.1827926486730576
12,10,128,16,1,0.001,0.0260982196778059,0.1615494340658188
13,10,128,16,2,0.001,0.025984534993767742,0.16119718551635742
14,10,128,16,4,0.001,0.026078462600708008,0.16148827970027926
15,10,128,16,8,0.001,0.026041476055979732,0.16137370467185974
16,10,128,32,1,0.001,0.026139263063669205,0.16167642176151276
17,10,128,32,2,0.001,0.026432551443576813,0.16258090734481812
18,10,128,32,4,0.001,0.02650934457778931,0.16281691193580627
19,10,128,32,8,0.001,0.026127327233552933,0.1616394966840744
20,10,128,64,1,0.001,0.026195688173174855,0.16185082495212555
21,10,128,64,2,0.001,0.026416700333356857,0.16253215074539185
22,10,128,64,4,0.001,0.029612524434924126,0.17208290100097656
23,10,128,64,8,0.001,0.0294257290661335,0.1715392768383026
24,10,256,16,1,0.001,0.026409061625599858,0.16250865161418915
25,10,256,16,2,0.001,0.026839302852749825,0.16382704675197599
26,10,256,16,4,0.001,0.026533391326665882,0.1628907471895218
27,10,256,16,8,0.001,0.02640468440949917,0.1624951958656311
28,10,256,32,1,0.001,0.026460204273462296,0.1626659333705902
29,10,256,32,2,0.001,0.02636328898370266,0.16236774623394012
30,10,256,32,4,0.001,0.02600247412919998,0.16125282645225525
31,10,256,32,8,0.001,0.026098707690835,0.16155095398426056
32,10,256,64,1,0.001,0.02650165930390358,0.16279330849647522
33,10,256,64,2,0.001,0.025955615565180782,0.16110746562480927
34,10,256,64,4,0.001,0.02620609663426876,0.16188296675682068
35,10,256,64,8,0.001,0.02627284824848175,0.162089005112648
36,25,64,16,1,0.001,0.030068881809711456,0.1734038144350052
37,25,64,16,2,0.001,0.03307817503809929,0.1818740665912628
38,25,64,16,4,0.001,0.0334429033100605,0.182874009013176
39,25,64,16,8,0.001,0.033296868205070496,0.1824743002653122
40,25,64,32,1,0.001,0.031642138957977295,0.1778823733329773
41,25,64,32,2,0.001,0.033501990139484406,0.1830354928970337
42,25,64,32,4,0.001,0.03314076364040375,0.182046040892601
43,25,64,32,8,0.001,0.03361543267965317,0.18334512412548065
44,25,64,64,1,0.001,0.031817305833101266,0.17837406694889069
45,25,64,64,2,0.001,0.03263118863105774,0.1806410402059555
46,25,64,64,4,0.001,0.0329955518245697,0.18164677917957306
47,25,64,64,8,0.001,0.03409624472260475,0.1846516728401184
48,25,128,16,1,0.001,0.026430079713463783,0.16257329285144806
49,25,128,16,2,0.001,0.02937818877398968,0.17140065133571625
50,25,128,16,4,0.001,0.033211223781108856,0.1822394579648972
51,25,128,16,8,0.001,0.03169117495417595,0.1780201494693756
52,25,128,32,1,0.001,0.026495669037103653,0.16277490556240082
53,25,128,32,2,0.001,0.03299947455525398,0.1816575676202774
54,25,128,32,4,0.001,0.033805381506681435,0.18386240303516388
55,25,128,32,8,0.001,0.03305373340845108,0.18180686235427854
56,25,128,64,1,0.001,0.03141188248991966,0.1772339791059494
57,25,128,64,2,0.001,0.03391112014651298,0.18414972722530365
58,25,128,64,4,0.001,0.0338854044675827,0.18407988548278809
59,25,128,64,8,0.001,0.03298141062259674,0.18160784244537356
60,25,256,16,1,0.001,0.026040151715278625,0.16136962175369265
61,25,256,16,2,0.001,0.026380661875009537,0.16242124140262604
62,25,256,16,4,0.001,0.02643859013915062,0.16259947419166565
63,25,256,16,8,0.001,0.02624580264091492,0.16200555860996246
64,25,256,32,1,0.001,0.02621958963572979,0.16192464530467987
65,25,256,32,2,0.001,0.026472998782992363,0.16270525753498075
66,25,256,32,4,0.001,0.027266455814242363,0.16512557864189148
67,25,256,32,8,0.001,0.031867969781160355,0.17851601541042328
68,25,256,64,1,0.001,0.02637273259460926,0.16239683330059052
69,25,256,64,2,0.001,0.02651567943394184,0.16283635795116425
70,25,256,64,4,0.001,0.0328504741191864,0.18124699592590326
71,25,256,64,8,0.001,0.033216942101716995,0.18225516378879547
72,50,64,16,1,0.001,0.03287363424897194,0.18131087720394132
73,50,64,16,2,0.001,0.03365673869848251,0.18345771729946134
74,50,64,16,4,0.001,0.03441579267382622,0.1855149269104004
75,50,64,16,8,0.001,0.035846628248691566,0.1893320530653
76,50,64,32,1,0.001,0.033687673509120934,0.18354201316833496
77,50,64,32,2,0.001,0.034206684678792953,0.18495048582553866
78,50,64,32,4,0.001,0.035314183682203286,0.1879206895828247
79,50,64,32,8,0.001,0.03784604370594025,0.1945405900478363
80,50,64,64,1,0.001,0.03442837670445442,0.1855488568544388
81,50,64,64,2,0.001,0.035427574068307884,0.18822212517261505
82,50,64,64,4,0.001,0.03653452172875405,0.1911400556564331
83,50,64,64,8,0.001,0.038493562489748,0.1961977630853653
84,50,128,16,1,0.001,0.031834129244089134,0.17842121422290802
85,50,128,16,2,0.001,0.03247515857219696,0.18020863831043246
86,50,128,16,4,0.001,0.03375118225812912,0.1837149560451508
87,50,128,16,8,0.001,0.033922366797924035,0.18418025970458984
88,50,128,32,1,0.001,0.03299044817686081,0.1816327273845673
89,50,128,32,2,0.001,0.033811915665864944,0.18388015031814572
90,50,128,32,4,0.001,0.033773858100175864,0.1837766468524933
91,50,128,32,8,0.001,0.0353480726480484,0.1880108267068863
